,name,rating,review,company_type,Head_Quarters,Company_Age,No_of_Employee
227,Dabur,4.2,(1.3k Reviews),Public,"Ghaziabad,Uttar Pradesh + 152 more",137 years old,5k-10k employees (Global)
228,Apollo Tyres,4.2,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 115 more",49 years old,5k-10k employees (India)
229,RSPL Group,4.0,(1.3k Reviews),Private,"Mumbai,Maharashtra + 111 more",34 years old,10k-50k employees (Global)
230,Life Insurance Cor...,4.3,(1.3k Reviews),Private,Mumbai + 294 more,65 years old,1 Lakh+ employees (Global)
231,Lifestyle,4.3,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 75 more",7 years old,10k-50k employees (India)
232,NIIT Technologies,3.4,(1.3k Reviews),Public,"Noida,Uttar Pradesh + 74 more",17 years old,5k-10k employees (Global)
233,G4S,4.2,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 85 more",25 years old,1 Lakh+ employees (India)
234,Vishal Mega Mart,3.9,(1.3k Reviews),Private,"Ahmedabad,Gujrat + 186 more",13 years old,5k-10k employees (Global)
235,Dilip Buildcon,4.0,(1.3k Reviews),Public,"Bhopal,Madhya Pradesh + 115 more",34 years old,10k-50k employees (Global)
236,Maersk,4.2,(1.3k Reviews),Private,Copenhagen + 14 more,117 years old,5k-10k employees (India)
237,Max Healthcare,4.2,(1.2k Reviews),"Delhi/NCR,New Delhi + 45 more",20 years old,1k-5k employees (Global),
238,Ceat Tyres,4.2,(1.2k Reviews),Public,"Mumbai,Maharashtra + 76 more",63 years old,5k-10k employees (India)
239,MRF Tyres,3.7,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 140 more",75 years old,10k-50k employees (Global)
240,PNB MetLife,3.7,(1.2k Reviews),Private,"Mumbai,Maharashtra + 187 more",20 years old,5k-10k employees (India)
241,Virtusa Consulting...,3.5,(1.2k Reviews),Private,"Southborough,Massachusetts + 17 more",25 years old,5k-10k employees (India)
242,Kotak Mahindara Li...,3.8,(1.2k Reviews),"Mumbai,Maharashtra + 138 more",20 years old,10k-50k employees (Global),
243,BHEL,4.3,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 74 more",57 years old,10k-50k employees (Global)
244,Delhi Public Schoo...,3.9,(1.2k Reviews),Public,"Greater Noida,Uttar Pradesh + 180 more",23 years old,1k-5k employees (Global)
245,Conduent,3.6,(1.2k Reviews),Private,"Florham Park,New Jersey + 16 more",4 years old,5k-10k employees (India)
246,café Coffee day,4.1,(1.2k Reviews),Private,"Bengaluru,Karnataka + 75 more",25 years old,5k-10k employees (Global)
247,Tata AIA Life Insu...,3.9,(1.2k Reviews),Private,"Mumbai,Maharashtra + 158 more",20 years old,10k-50k employees (Global)
248,MAGMA Fincorp,4.1,(1.2k Reviews),Public,"Mumbai,Maharashtra + 223 more",33 years old,5k-10k employees (Global)
249,RBL Bank,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 147 more",78 years old,1k-5k employees (India)
250,Blue Dart Express,4.2,(1.2k Reviews),Public,"Mumbai,Maharashtra + 153 more",38 years old,10k-50k employees (India)
251,Nestle,4.1,(1.2k Reviews),Public,Vevey + 149 more,62 years old,5k-10k employees (India)
252,Raymond,4.0,(1.2k Reviews),Public,"Thane,Maharashtra + 94 more",96 years old,1k-5k employees (India)
253,Escorts Group,4.2,(1.2k Reviews),Public,"Faridabad,Haryana + 78 more",61 years old,5k-10k employees (India)
254,Bhushan Power & St...,3.9,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 42 more",51 years old,5k-10k employees (Global)
255,Voltas,4.1,(1.1k Reviews),Public,"Mumbai,Maharashtra + 115 more",67 years old,10k-50k employees (Global)
256,Itc Infotech India,3.4,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 34 more",21 years old,5k-10k employees (Global)
257,PVR Cinemas,4.4,(1.1k Reviews),Public,Gurgaon + 79 more,24 years old,1k-5k employees (India)
258,Biocon Biologics I...,3.9,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 51 more",43 years old,10k-50k employees (Global)
259,GeBBS Healthcare S...,3.8,(1.1k Reviews),Private,"Culver City,California + 8 more",16 years old,1k-5k employees (India)
260,I Process Services,4.0,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 167 more",16 years old,5k-10k employees (Global)
261,Aakash Institute,3.5,(1.1k Reviews),Private,"New Delhi,Delhi + 119 more",33 years old,5k-10k employees (India)
262,PolicyBazaar,3.7,(1.1k Reviews),Private,Gurgaon + 15 more,13 years old,5k-10k employees (India)
263,Mankind Pharma,4.1,(1.1k Reviews),Private,"New Delhi,Delhi + 125 more",26 years old,10k-50k employees (Global)
264,Big Bazaar,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 142 more",20 years old,10k-50k employees (Global)
265,Suzuki,4.1,(1.1k Reviews),Private,"Vadodara/Baroda,Gujarat + 113 more",7 years old,1k-5k employees (India)
266,HDFC Ergo General ...,3.9,(1.1k Reviews),Public,"Mumbai,Maharashtra + 124 more",19 years old,1k-5k employees (India)
267,Indian Navy,4.6,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 51 more",71 years old,50k-1 Lakh employees (Global)
268,Sterling & Wilson,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 60 more",94 years old,1k-5k employees (India)
269,Birla Sun Life Ins...,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 236 more",21 years old,10k-50k employees (Global),
270,Bank of America,4.3,(1.1k Reviews),Private,Charlotte + 26 more,23 years old,10k-50k employees (India)
271,JK Cement,4.2,(1.1k Reviews),Public,Iselin + 156 more,47 years old,1k-5k employees (India)
272,Reliance Digital,4.3,(1.1k Reviews),Private,"Mumbai,Maharashtra + 175 more",14 years old,1k-5k employees (India)
273,Emcure Pharmaceuti...,4.0,(1.1k Reviews),Private,Pune + 71 more,40 years old,10k-50k employees (Global)
274,JMC Projects,4.3,(1.1k Reviews),Public,"Mumbai,Maharashtra + 73 more",39 years old,1k-5k employees (India)
275,Renault-Nissan,4.1,(1.1k Reviews),"Chennai,Tamil Nadu + 52 more",11 years old,1 Lakh+ employees (Global),
276,Exide Life Insuran...,3.6,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 174 more",20 years old,1k-5k employees (India)
277,Aditya Birla Group,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 151 more",164 years old,1 Lakh+ employees (India),
278,L&T Technology Ser...,3.2,(1.1k Reviews),"Vadodara/Baroda,Gujarat + 17 more",9 years old,10k-50k employees (Global),
279,The Himalaya Drug ...,4.2,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 121 more",91 years old,5k-10k employees (India)
280,AFCONS Infrastruct...,4.4,(1.1k Reviews),Partnership,"Mumbai,Maharashtra + 57 more",62 years old,5k-10k employees (India)
281,Micro Labs,3.7,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 83 more",48 years old,10k-50k employees (Global)
282,Tata AIG General I...,4.0,(1.1k Reviews),Private,"Mumbai,Maharashtra + 153 more",21 years old,1k-5k employees (Global)
283,Ajanta Pharma,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 77 more",48 years old,5k-10k employees (Global)
284,Berger Paints,3.8,(1.1k Reviews),Public,"Kolkata,West Bengal + 145 more",98 years old,5k-10k employees (Global)
285,TVS Sundram Fasten...,3.9,(1.1k Reviews),Public,"Chennai,Tamil Nadu + 30 more",55 years old,10k-50k employees (Global)
286,Blue Star,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 88 more",78 years old,1k-5k employees (India)
287,Cholamandalam MS G...,4.0,(1.1k Reviews),JV,"Chennai,Tamil Nadu + 234 more",20 years old,10k-50k employees (India)
288,Yamaha Motor,4.0,(1k Reviews),Private,"Iwata,Shizuoka + 88 more",14 years old,1k-5k employees (India)
289,Indiabulls,3.8,(1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 131 more",21 years old,10k-50k employees (India)
290,Hyatt Regency,4.4,(1k Reviews),Private,"New Delhi,Delhi + 36 more",41 years old,1k-5k employees (India)
291,R.R. Donnelley,4.1,(1k Reviews),Private,"Chicago,Illinois + 7 more",157 years old,1-10 employees (India)
292,Exide Industries,3.8,(1k Reviews),Public,"Kolkata,West Bengal + 137 more",74 years old,10k-50k employees (Global)
293,Mahindra Holidays ...,3.7,(1k Reviews),Private,"Chennai,Tamil Nadu + 79 more",25 years old,1k-5k employees (India)
294,Sonalika Tractors,4.0,(1k Reviews),Private,"Hoshiarpur,Punjab + 103 more",52 years old,10k-50k employees (Global)
295,Karvy Data Managem...,3.5,(1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 81 more",13 years old,1k-5k employees (Global)
296,Utkarsh Small Fina...,3.9,(1k Reviews),Public,"Varanasi/Benaras,Uttar Pradesh + 153 more",12 years old,1k-5k employees (India)
297,ACT Fibernet,4.1,(1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 28 more",21 years old,5k-10k employees (India)
298,Thomson Reuters,4.3,(1k Reviews),Private,Toronto + 15 more,27 years old,10k-50k employees (India)
299,Wockhardt,4.2,(1k Reviews),Public,"Mumbai,Maharashtra + 66 more",22 years old,5k-10k employees (Global)
300,Shahi Exports,4.1,(1k Reviews),Private,"Faridabad,Haryana + 43 more",47 years old,1 Lakh+ employees (Global)
301,Aircel,4.4,(1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 107 more",22 years old,5k-10k employees (Global)
302,Cogent E Services,3.2,(1k Reviews),Private,"Noida,Uttar Pradesh + 19 more",17 years old,5k-10k employees (Global)
303,Jet Airways,4.6,(1k Reviews),Public,"Mumbai,Maharashtra + 47 more",28 years old,10k-50k employees (Global)
304,Force Motors,3.5,(1k Reviews),Public,"Pune,Maharashtra + 63 more",63 years old,5k-10k employees (Global)
305,Adani Power,4.1,(1k Reviews),Public,"Ahmedabad,Gujrat + 75 more",15 years old,1k-5k employees (Global)
306,Brakes India,4.2,(997 Reviews),"Chennai,Tamil Nadu + 47 more",59 years old,5k-10k employees (Global),
307,Fiserv,3.8,(996 Reviews),Private,"Mumbai,Maharashtra + 23 more",50 years old,501-1k employees (India)
308,Ekart Logistics,4.3,(996 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 266 more",12 years old,5k-10k employees (India)
309,GE,4.3,(996 Reviews),Private,"Boston,Massachusetts + 49 more",129 years old,10k-50k employees (India)
310,InterGlobe Technol...,3.6,(990 Reviews),Public,"Gurgaon/Gurugram,Haryana + 27 more",23 years old,10k-50k employees (Global)
311,Mahindra Rural Hou...,4.1,(987 Reviews),Public,"Mumbai,Maharashtra + 236 more",14 years old,5k-10k employees (India)
312,GVK Emergency Mana...,3.9,(987 Reviews),"Hyderabad/Secunderabad,Telangana + 88 more",16 years old,10k-50k employees (Global),
313,HDFC Sales,4.0,(982 Reviews),Private,"Mumbai,Maharashtra + 184 more",17 years old,5k-10k employees (Global)
314,Ambuja Cements,3.9,(978 Reviews),Public,"Mumbai,Maharashtra + 137 more",38 years old,1k-5k employees (Global)
315,Oberoi Group of Ho...,4.4,(978 Reviews),Private,"Delhi/NCR,Delhi + 27 more",87 years old,1k-5k employees (India)
316,ADP Solutions,4.2,(975 Reviews),Public,"Roseland,New Jersey + 9 more",72 years old,1k-5k employees (India)
317,Tata Motors Financ...,4.3,(974 Reviews),Private,"Mumbai,Maharashtra + 186 more",64 years old,1k-5k employees (Global)
318,Sapient Corporatio...,3.8,(974 Reviews),Private,"New York,New York + 12 more",31 years old,5k-10k employees (India)
319,Walmart,4.2,(974 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 64 more",12 years old,5k-10k employees (India)
320,Access Healthcare,3.9,(973 Reviews),Private,"Dallas,Texas + 11 more",10 years old,1k-5k employees (India)
321,3i Infotech,3.7,(971 Reviews),Public,"Mumbai,Maharashtra + 71 more",28 years old,5k-10k employees (Global)
322,IndiGo,3.8,(969 Reviews),Private,"Gurgaon/Gurugram,Haryana + 56 more",16 years old,10k-50k employees (India)
323,Britannia,4.2,(966 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 129 more",129 years old,1k-5k employees (Global)
324,Videocon d2h,3.9,(962 Reviews),Public,Mumbai + 128 more,12 years old,501-1k employees (India)
325,Sobha,4.0,(962 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 30 more",26 years old,1k-5k employees (Global)
326,Amara Raja Group,4.2,(960 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 68 more",36 years old,10k-50k employees (India)
327,Zensar Technologie...,3.6,(958 Reviews),Public,"Pune,Maharashtra + 13 more",30 years old,10k-50k employees (Global)
328,Piramal Group,4.0,(958 Reviews),Private,Mumbai + 89 more,41 years old,1k-5k employees (India)
329,Taj Hotels Resorts...,4.3,(950 Reviews),"Mumbai,Maharashtra + 60 more",118 years old,10k-50k employees (Global),
330,Dalmia Bharat Ceme...,4.1,(945 Reviews),Public,"Delhi/NCR,New Delhi + 116 more",86 years old,50k-1 Lakh employees (Global)
331,JK Tyres,3.8,(943 Reviews),Private,New Delhi + 91 more,70 years old,1k-5k employees (India)
332,Shree Cement,4.3,(935 Reviews),Public,"Kolkata,West Bengal + 123 more",42 years old,5k-10k employees (India)
333,Karvy Fintech,3.6,(931 Reviews),"Hyderabad/Secunderabad,Telangana + 67 more",43 years old,5k-10k employees (Global),
334,Gabriel India,4.3,(930 Reviews),Public,"Pune,Maharashtra + 29 more",60 years old,1k-5k employees (India)
335,Whirlpool,4.1,(929 Reviews),Public,"Gurgaon/Gurugram,Haryana + 99 more",19 years old,1k-5k employees (India)
336,United Phosphorus,4.3,(928 Reviews),Public,"Mumbai,Maharashtra + 85 more",52 years old,1k-5k employees (India)
337,Aon,3.9,(926 Reviews),Private,London + 15 more,81 years old,10k-50k employees (India)
338,Indus Towers,4.0,(924 Reviews),Private,Gurgaon + 83 more,14 years old,1k-5k employees (India)
339,Parle Agro,4.3,(919 Reviews),Private,"Mumbai,Maharashtra + 115 more",37 years old,1k-5k employees (India)
340,Power Mech Project...,3.9,(919 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 78 more",14 years old,10k-50k employees (Global)
341,Delphi TVS,4.1,(918 Reviews),Private,"Kanchipuram,Tamil Nadu + 18 more",32 years old,1k-5k employees (Global)
342,GSK Pharmaceutical...,4.3,(916 Reviews),Middlesex + 118 more,191 years old,1k-5k employees (India),
343,Tata Technologies,3.2,(913 Reviews),Private,Singapore + 28 more,32 years old,5k-10k employees (India)
344,Lucas-TVS,4.0,(913 Reviews),Private,"Chennai,Tamil Nadu + 40 more",60 years old,1k-5k employees (India)
345,Sigma Electric Man...,3.9,(908 Reviews),Private,"Garner,North Carolina + 13 more",39 years old,1k-5k employees (India)
346,Crompton Greaves,4.0,(907 Reviews),Public,"Mumbai,Maharashtra + 72 more",84 years old,1k-5k employees (Global)
347,Lenskart,2.9,(903 Reviews),Private,Delhi + 79 more,11 years old,5k-10k employees (Global)
348,V-mart,4.3,(900 Reviews),Public,"Gurgaon/Gurugram,Haryana + 153 more",19 years old,5k-10k employees (India)
349,Shriram City Union...,4.1,(897 Reviews),Public,"Chennai,Tamil Nadu + 279 more",35 years old,10k-50k employees (India)
350,AXA Business Servi...,3.8,(896 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",26 years old,1k-5k employees (Global)
351,AGS Health,4.0,(895 Reviews),Private,"Washington,D.C. + 17 more",10 years old,5k-10k employees (Global)
352,IDBI Bank,3.9,(892 Reviews),Public,"Mumbai,Maharashtra + 213 more",57 years old,10k-50k employees (Global)
353,Bharti AXA Life In...,3.9,(892 Reviews),Private,Mumbai + 167 more,15 years old,1k-5k employees (Global)
354,ICICI Securities,3.6,(891 Reviews),Public,"Mumbai,Maharashtra + 88 more",26 years old,5k-10k employees (Global)
355,CMS Infosystems,3.8,(888 Reviews),Private,"Mumbai,Maharashtra + 116 more",13 years old,50k-1 Lakh employees (Global)
356,DS Group,4.1,(888 Reviews),Private,"Noida,Uttar Pradesh + 92 more",92 years old,1k-5k employees (India)
357,Aarti Industries,4.2,(888 Reviews),Public,"Mumbai,Maharashtra + 24 more",46 years old,1k-5k employees (India)
358,Endurance Technolo...,3.7,(887 Reviews),Public,"Aurangabad,Maharashtra + 24 more",36 years old,1k-5k employees (Global)
359,TVS Credit Service...,4.2,(882 Reviews),Public,"Chennai,Tamil Nadu + 173 more",13 years old,10k-50k employees (Global)
360,Hindustan Aeronaut...,4.4,(881 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 31 more",81 years old,10k-50k employees (Global)
361,Bharat Petroleum,4.2,(878 Reviews),Private,"Mumbai,Maharashtra + 150 more",69 years old,10k-50k employees (Global)
362,Cadila Pharmaceuti...,3.9,(877 Reviews),Public,"Ahmedabad,Gujrat + 87 more",70 years old,5k-10k employees (India)
363,R1 RCM,3.8,(871 Reviews),Private,"Chicago,Illinois + 10 more",18 years old,1k-5k employees (India)
364,Narayana Health,4.3,(865 Reviews),"Bangalore/Bengaluru,Karnataka + 45 more",21 years old,10k-50k employees (Global),
365,Rane (Madras),4.1,(862 Reviews),Public,"Vallancherry,Tamil Nadu + 43 more",24 years old,1k-5k employees (India)
366,Datamatics Global ...,3.6,(858 Reviews),Public,Mumbai + 17 more,46 years old,10k-50k employees (Global)
367,Metro,4.1,(857 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 48 more",57 years old,1k-5k employees (India)
368,Tata Capital Finan...,4.2,(856 Reviews),Public,Mumbai + 99 more,14 years old,5k-10k employees (Global)
369,Kalpataru Power Tr...,4.1,(855 Reviews),Public,"Mumbai,Maharashtra + 115 more",40 years old,1k-5k employees (Global)
370,Future Generali In...,3.9,(855 Reviews),Private,Mumbai + 118 more,14 years old,1k-5k employees (India)
371,Sopra Steria,4.1,(853 Reviews),Private,"Paris,Ile-de-France + 9 more",53 years old,1k-5k employees (India)
372,MetLife,4.3,(852 Reviews),Private,New York + 36 more,13 years old,5k-10k employees (India)
373,BT Group,4.2,(850 Reviews),Private,London + 12 more,175 years old,5k-10k employees (India)
374,Hindustan Construc...,4.1,(849 Reviews),Public,"Mumbai,Maharashtra + 50 more",95 years old,1k-5k employees (Global)
375,SRF,4.3,(849 Reviews),Public,"Gurgaon/Gurugram,Haryana + 32 more",51 years old,5k-10k employees (Global)
376,Johnson Controls,3.8,(848 Reviews),Public,Cork + 47 more,26 years old,5k-10k employees (India)
377,Reliance Trends,4.3,(846 Reviews),Private,"Navi Mumbai,Maharashtra + 195 more",15 years old,1 Lakh+ employees (India)
378,Kansai Nerolac Pai...,3.9,(846 Reviews),Public,"Mumbai,Maharashtra + 108 more",101 years old,1k-5k employees (India)
379,Parle Products,4.0,(845 Reviews),Private,Mumbai + 111 more,92 years old,50k-1 Lakh employees (Global)
380,Punj Lloyd,4.2,(842 Reviews),Public,"Gurgaon/Gurugram,Haryana + 66 more",39 years old,5k-10k employees (Global)
381,Saint-Gobain,4.1,(842 Reviews),Private,Paris + 51 more,356 years old,10k-50k employees (India)
382,Myntra,4.1,(841 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 68 more",14 years old,1k-5k employees (India)
383,Statestreet HCL Se...,3.4,(838 Reviews),Private,New Delhi + 8 more,9 years old,5k-10k employees (Global)
384,CARS24.com,3.8,(838 Reviews),Private,Gurgaon + 86 more,6 years old,1k-5k employees (India)
385,ITC Hotels,4.1,(837 Reviews),Public,"Kolkata,West Bengal + 58 more",46 years old,10k-50k employees (Global)
386,Persistent Systems,4.1,(837 Reviews),Public,"Pune,Maharashtra + 5 more",31 years old,10k-50k employees (Global)
387,Coromandel Interna...,4.2,(836 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 106 more",60 years old,5k-10k employees (Global)
388,jCB,4.1,(833 Reviews),Private,"Rocester,Staffordshire + 59 more",76 years old,1k-5k employees (India)
389,Dainik Bhaskar Gro...,4.0,(831 Reviews),Public,"Bhopal,Madhya Pradesh + 102 more",63 years old,5k-10k employees (Global)
390,Uflex,3.8,(829 Reviews),Public,"Noida,Uttar Pradesh + 30 more",38 years old,5k-10k employees (Global)
391,WABCO,4.0,(829 Reviews),Public,Berne + 27 more,52 years old,1k-5k employees (India)
392,Barclays Shared Se...,4.2,(828 Reviews),Private,London + 9 more,14 years old,10k-50k employees (Global)
393,Quest Global,3.4,(822 Reviews),Private,Singapore + 19 more,24 years old,10k-50k employees (India)
394,Iksula,4.0,(821 Reviews),"Mumbai,Maharashtra + 114 more",14 years old,1k-5k employees (Global),
395,Aforeserve.com,3.4,(818 Reviews),Private,"Noida,Uttar Pradesh + 114 more",21 years old,1k-5k employees (Global)
